237	Microsoft Internet Explorer 3.02 (AOL)
238	Microsoft Internet Explorer 3.01 (AOL)
239	Microsoft Internet Explorer 3.0 (AOL)
240	NetPositive
241	Netscape Navigator 4.74
242	Netscape Navigator 4.75
243	Microsoft MSN Explorer
244	Microsoft MSN Explorer 2.5
245	Microsoft MSN Explorer 2.6
246	Microsoft MSN Explorer 6.0
247	Microsoft MSN Explorer Companion
248	Microsoft MSN Internet Access
249	Microsoft Internet Explorer 6.0 beta
250	WebTV Viewer
251	AvantGo (unknown version)
252	Netscape Navigator 4.76
253	Opera 4.x (unknown version)
254	Opera 5.x (unknown version)
255	Keynote Perspective
256	PlanetWeb (unknown version)
257	Java 1.3.0
258	Microsoft Internet Explorer 5.5 (AOL)
259	Microsoft Internet Explorer 5.01 (AOL)
260	Netscape Navigator 4.77
261	Microsoft Internet Explorer 6.0
262	Netscape Navigator 6.1
263	Netscape Navigator 6.2
264	Netscape Navigator 7
265	Opera 6.x (unknown version)
266	Galeon (unknown version)
267	Compuserve 7 (Mozilla)
268	AOL 6.0
269	AOL 7.0
270	AOL 8.0
271	Microsoft Internet Explorer 6.0 (AOL)
272	Microsoft MSN Explorer 6.1
273	Microsoft MSN Explorer 8.0
274	Safari (unknown version)
275	Pocket IE
276	PocketLink
277	PalmComm
278	NetFront
279	Offline Data Import
280	Microsoft Internet Explorer 5.23 (Macintosh)
281	Opera 7.x (unknown version)
282	Safari 1.2.4
283	Safari 1.2
284	Safari 1.1
285	Safari 1.0
286	Safari 0.9
287	Safari 0.8.2
288	Safari 0.8.1
289	Safari 0.8
290	Safari 1.2.2
291	Safari 1.2.3
292	Microsoft Internet Explorer 5.22 (Macintosh)
293	Netscape Navigator 7.2
294	Netscape Navigator 7.1
295	Netscape Navigator 7.02
296	Netscape Navigator 7.0
297	Netscape Navigator 4.79
298	Netscape Navigator 6.2.3
299	Mozilla Firefox (unknown version)
300	Safari 1.3
301	Safari 2.0
302	Netscape Navigator 8.0
303	Netscape Navigator 8.0.1
304	Netscape Navigator 8.0.2
305	Netscape Navigator 8.0.3.1
306	Netscape Navigator 8.0.3.3
307	Netscape Navigator 8.0.3.4
308	Netscape Navigator 8.0.3.5
309	Netscape Navigator 8.1
310	Microsoft Internet Explorer 7.0 beta
311	America Online Browser 1.0
312	America Online Browser 1.1
313	Microsoft Internet Explorer 7.0
314	Microsoft Internet Explorer 5.14 (Macintosh)
315	Microsoft Internet Explorer 5.16 (Macintosh)
316	Microsoft Internet Explorer 5.17 (Macintosh)
317	Safari 2.0.1
318	Safari 2.0.2
319	Safari 2.0.3
320	Safari 1.3.1
321	Safari 1.3.2
322	Mozilla Firefox 1.0
323	Mozilla Firefox 1.5
324	Web TV
325	MSN TV2
326	Safari 2.0.4
327	Mozilla Firefox 1.0.4
328	Mozilla Firefox 1.0.5
329	Mozilla Firefox 1.0.6
330	Mozilla Firefox 1.0.7
331	Mozilla Firefox 1.5 beta
332	Mozilla Firefox 1.5.0
333	America Online Browser (unknown version)
334	America Online Browser 1.6
335	America Online Browser 1.7
336	Mozilla Firefox 2.0
337	AOL 9.0
338	AvantGo 3.2
339	AvantGo 5.2
340	AvantGo 5.5
341	AvantGo 6.0
342	Galeon 1.0.2
343	Galeon 1.0.3
344	Galeon 1.2.0
345	Galeon 1.2.11
346	Galeon 1.2.13
347	Galeon 1.2.5
348	Galeon 1.2.6
349	Galeon 1.2.7
350	Galeon 1.2.8
351	Galeon 1.3.10
352	Galeon 1.3.11
353	Galeon 1.3.12
354	Galeon 1.3.13
355	Galeon 1.3.14
356	Galeon 1.3.15
357	Galeon 1.3.16
358	Galeon 1.3.17
359	Galeon 1.3.18
360	Galeon 1.3.19
361	Galeon 1.3.20
362	Galeon 1.3.3
363	Galeon 1.3.4
364	Galeon 1.3.5
365	Galeon 1.3.7
366	Galeon 1.3.8
367	Galeon 1.3.9
368	Konqueror 1.1.2
369	Konqueror 2.0.1
370	Konqueror 2.1.1
371	Konqueror 2.1.2
372	Konqueror 2.2
373	Konqueror 2.2.1
374	Konqueror 2.2.2
375	Konqueror 3
376	Konqueror 3.0.1
377	Konqueror 3.1
378	Konqueror 3.1.3
379	Konqueror 3.2
380	Konqueror 3.2.2
381	Konqueror 3.2.3
382	Konqueror 3.3
383	Konqueror 3.4
384	Konqueror 4.2
385	Microsoft Internet Explorer (unknown version)
386	Microsoft MSN Explorer 9.0
387	Mozilla (Gecko) 0.9.2
388	Mozilla (Gecko) 0.9.3
389	Mozilla (Gecko) 0.9.4
390	Mozilla (Gecko) 0.9.5
391	Mozilla (Gecko) 0.9.6
392	Mozilla (Gecko) 0.9.8
393	Mozilla (Gecko) 0.9.9
394	Mozilla (Gecko) 1.0
395	Mozilla (Gecko) 1.0.1
396	Mozilla (Gecko) 1.0.2
397	Mozilla (Gecko) 1.1
398	Mozilla (Gecko) 1.2
399	Mozilla (Gecko) 1.2.1
400	Mozilla (Gecko) 1.2.9
401	Mozilla (Gecko) 1.3
402	Mozilla (Gecko) 1.3.1
403	Mozilla (Gecko) 1.4
404	Mozilla (Gecko) 1.4.1
405	Mozilla (Gecko) 1.4.2
406	Mozilla (Gecko) 1.4.3
407	Mozilla (Gecko) 1.5
408	Mozilla (Gecko) 1.5.1
409	Mozilla (Gecko) 1.6
410	Mozilla (Gecko) 1.7
411	Mozilla (Gecko) 1.7.1
412	Mozilla (Gecko) 1.7.13
413	Mozilla (Gecko) 1.7.2
414	Mozilla (Gecko) 1.7.3
415	Mozilla (Gecko) 1.7.4
416	Mozilla (Gecko) 1.7.5
417	Mozilla (Gecko) 1.8
419	Mozilla Firefox 1.5.0.1
420	Mozilla Firefox 1.5.0.2
421	Mozilla Firefox 1.5.0.3
422	Opera 4.02
423	Opera 4.03
424	Opera 5.0
425	Opera 5.01
426	Opera 5.02
427	Opera 5.12
428	Opera 6.0
429	Opera 6.01
430	Opera 6.02
431	Opera 6.03
432	Opera 6.04
433	Opera 6.05
434	Opera 6.06
435	Opera 6.1
436	Opera 6.10
437	Opera 6.11
438	Opera 6.12
439	Opera 6.20
440	Opera 7.0
441	Opera 7.01
442	Opera 7.02
443	Opera 7.03
444	Opera 7.10
445	Opera 7.11
446	Opera 7.20
447	Opera 7.21
448	Opera 7.22
449	Opera 7.23
450	Opera 7.30
451	Opera 7.50
452	Opera 7.51
453	Opera 7.52
454	Opera 7.53
455	Opera 7.54
456	Opera 7.60
457	Opera 8.0
458	Opera 8.01
459	Opera 8.02
460	Opera 8.4
461	Opera 8.5
462	Opera 8.51
463	Opera 8.52
464	Opera 8.53
465	Opera 8.54
466	Opera 8.x (unknown version)
467	Opera 9.0
468	Opera 9.x (unknown version)
469	Safari 1.0.2
470	Safari 1.0.3
471	Safari 1.1.1
472	Safari 3.0
473	Safari 3.0 (iPhone)
474	Safari 3.0.0
475	Safari 3.0.1
476	Safari 3.0.2
477	Safari 3.0.3
478	Safari 3.0.4
479	Safari 3.0.5
480	Safari 3.0.6
481	Safari 3.0.7
482	Safari 3.1
483	Safari 3.1.0
484	Safari 3.1.1
485	Safari 3.1.2
486	Mozilla Firefox 2.0 beta
487	Mozilla Firefox 2.0.0.1
488	Mozilla Firefox 2.0.0.2
489	Mozilla Firefox 2.0.0.3
490	Mozilla Firefox 2.0.0.4
491	Mozilla Firefox 2.0.0.6
492	Mozilla Firefox 2.0.0.7
493	Mozilla Firefox 2.0.0.9
494	Mozilla Firefox 3.0 alpha
495	Mozilla Firefox 3.0 beta
496	Safari 3.0 (iPod Touch)
497	Microsoft Internet Explorer 8
498	Mozilla Firefox 3.0
499	Google Chrome 0.2
500	Google Chrome (unknown version)
501	Google Chrome 1.0
502	Mozilla Firefox 3.1
503	Safari 3.2
504	Safari 3.2.1
505	Safari 4.0
506	Google Chrome 2.0
507	Microsoft Internet Explorer 7.0 (AOL)
508	Playstation 3
509	Opera 10
510	Mozilla Firefox 3.5
511	Safari 4.0dp1
512	Safari 4.0.1
513	Safari 4.0.2
514	Safari 4.0.3
515	Safari 4.0.4
516	Mozilla Firefox 3.6
517	Google Chrome 3.0
518	Google Chrome 4.0
519	Google Chrome 5.0
520	Safari 5.0
521	Safari 4.1
522	Safari 4.0.5
523	Mozilla Firefox 2.0.0.10
524	Mozilla Firefox 2.0.0.11
525	Mozilla Firefox 2.0.0.12
526	Mozilla Firefox 3.8
527	Google Chrome 0.3
528	Google Chrome 0.4
529	Google Chrome 6.0
530	NetSurf 1.0
531	NetSurf 1.1
532	NetSurf 1.2
533	NetSurf 2.0
534	Netscape Navigator 9.0
535	Google Chrome 7.0
536	Safari 5.0.1
537	Microsoft Internet Explorer 9
538	Safari 5.0.2
539	Google Chrome 8.0
540	Adobe AIR (Unknown Version)
541	Adobe AIR 1.5
542	Adobe AIR 2.0
543	Google Chrome 8.1
544	Google Chrome 9.0
545	Google Chrome 9.1
546	Google Chrome (GoogleTV)
547	Opera (Nintendo Wii)
548	Mozilla Firefox 4.0
549	Opera 11
550	Safari 5.0.3
551	Google Chrome 10.0
552	Google Chrome 11.0
553	Google Chrome 12.0
554	Opera 9.1
555	Opera 9.2
556	Opera 9.3
557	Opera 9.4
558	Opera 9.5
559	Opera 9.6
560	Opera 9.7
561	Opera 9.8
562	Opera 9.9
563	Safari 5.0.4
564	Camino 0.7
565	Camino 0.8
566	Camino 0.9
567	Camino 1.0
568	Camino 1.1
569	Camino 1.2
570	Camino 1.5
571	Camino 1.6
572	Camino 2.0
573	Camino 2.1
574	Safari 5.0.5
575	Mozilla Firefox 5.0
576	Mozilla Firefox 6.0
577	Mozilla Firefox 7.0
578	Origin Client (Electronic Arts)
579	Google Chrome 13.0
580	Google Chrome 14.0
581	Google Chrome 15.0
582	Google Chrome 16.0
583	Google Chrome 17.0
584	Google Chrome 18.0
585	Mozilla Firefox 8.0
586	Mozilla Firefox 9.0
587	Safari 5.1
588	Safari 5.1.1
589	Safari 5.0.6
590	Safari 5.1.2
591	Mozilla Firefox 10.0
592	Mozilla Firefox 11.0
593	Mozilla Firefox 12.0
594	Microsoft Internet Explorer 10
595	Safari 5.1.3
596	Safari 5.1.4
597	Safari 5.1.5
598	Safari 5.1.7
599	Safari 5.1.6
600	Mozilla Firefox 13.0
601	Mozilla Firefox 14.0
602	Mozilla Firefox 15.0
603	Google Chrome 19.0
604	Google Chrome 20.0
605	Google Chrome 21.0
606	Safari 4.1.1
607	Safari 4.1.2
608	Safari 4.1.3
609	Safari 3.2.3
610	Safari 6.0
611	Google Chrome 22.0
612	Google Chrome 23.0
613	Google Chrome 24.0
614	Mozilla Firefox 16.0
615	Mozilla Firefox 17.0
616	Mozilla Firefox 18.0
617	Mozilla Firefox 19.0
618	Mozilla Firefox 20.0
619	Mozilla Firefox 21.0
620	Google Chrome 25.0
621	Google Chrome 26.0
622	Safari 6.0.1
623	Safari 6.0.2
624	Yahoo! Slurp
625	360 Secure Browser
626	QQBrowser
627	Maxthon Browser
628	SouGou Browser
629	Safari 6.0.3
630	Safari 6.1
631	Safari 5.1.8
632	Google Chrome 27.0
633	Google Chrome 28.0
634	Google Chrome 29.0
635	Mozilla Firefox 22.0
636	Yandex.Browser
637	Opera 12
638	Microsoft Internet Explorer 11
639	Safari 6.0 (Mobile)
640	Safari 6.0.4
641	Safari 6.0.5
642	Safari 5.1.9
643	Mozilla Firefox 23.0
644	Mozilla Firefox 24.0
645	Mozilla Firefox 25.0
646	Mozilla Firefox 26.0
647	Google Chrome 30.0
648	Google Chrome 31.0
649	Google Chrome 32.0
650	Safari 7.0
651	Google Chrome 33.0
652	Mozilla Firefox 27.0
653	Google Chrome 34.0
654	Google Chrome 35.0
655	Google Chrome 36.0
656	Google Chrome 37.0
657	Google Chrome 38.0
658	Safari 5.1.10
659	Safari 6.1.1
3945261	Opera Mini 3.1.7203/1724
6583749	Firefox 3.6
9095901	Opera Mini 2.0.3920/1724
18826160	Chrome 13.0.748
21244892	WAP Browser
22078607	Nokia S60 Browser 2.1
31255987	Obigo Q04C1-1.27
48855851	Polaris 6.1
57469567	Firefox 7.0.1
59094402	Opera Mini 7.1.32448/31
62995191	Opera Mobile 6.31
65298476	SEMC Browser 4.1
79538583	Firefox 1.5
92617276	Mobile Safari 5.0.5
92805566	Chrome 2.0.175
93052525	Opera Mini 1.1.5005/
108229872	Internet Explorer Mobile
112364121	Firefox 10.0.6
113446195	Obigo
117015567	Chrome Mobile 18.0.1025
118583485	Chrome 30.0.1573
124315559	Mobile Safari 5.1.3
124827925	Mobile Safari 3.1.2
131015695	Opera 9.61
131206874	Obigo Q04A
133109004	Chrome 7.0.540
138961175	Firefox 13.0
143359216	Chrome 2.0.176
148108793	Chrome 6.0.456
150214506	Chrome 19.0.1055
156209214	Internet Explorer 5.5
157710359	Opera Mini 1.1.3314/
157829435	Opera Mini 3.0.6317/1724
170721735	Opera 9.63
177396630	Opera Mobile 7.0
184562242	Firefox 3.0.12
184610407	Firefox 3.5.4
188212429	Chrome 4.0.203
194266640	Chrome 29.0.1547
195570658	Firefox 3.0a1
203870004	Firefox 3.5.15
207868094	Firefox 3.6.20
208923468	Chrome 4.0.206
216278579	Opera Mini 2.0.5452/1376
218945780	Chrome 19.0.1084
220246457	Firefox 3.5.5
233661050	Opera Mini 2.0.4509/1724
236368672	Firefox 3.5.2
238374886	Firefox 19.0
255712913	Opera Mini 2.0.4739/1684
263089147	UC Browser 9.2.3
277633070	Opera 9.62
282270584	Mobile Safari 3.2.3
293969628	Chrome 16.0.912
305670970	Chrome 21.0.1145
311560015	Mobile Safari 5.0.4
314235297	Obigo Q07
318363014	Opera Mini 3.1.9903/1724
328863676	Opera Mini 4.0.9751/230
331851108	NetFront 3.5
341128851	Mobile NetFront
350838391	Motorola MIB 2.2.1
351518807	Opera 10.00
352943477	Firefox 7.0
358593717	BlackBerry Browser 6.0.0
367671233	Opera Mini 6.5.27309/31
381982201	Firefox 3.5.19
384737327	Chrome 21.0.1180
397213743	Firefox 0.9.3
398376265	Chrome 12.0.702
399671354	Firefox 25.0
400900067	Opera Mini 3.1.8412/1724
405806253	Obigo 1.0
405863900	Obigo Q05A1
406013069	Firefox 3.6.9
418266396	Mobile Safari 5.0.3
427364825	Mobile Safari 5.1.5
438252076	Mobile Safari 5.0
456699280	Internet Explorer 7.0
465353623	Chrome 15.0.849
466202845	UP.Browser 6.2_7.2
479244537	webOS Browser
481962413	Chrome 3.0.191
485174194	Safari 4.1
494381440	Opera Mini 3.1.9903/1684
498759055	Firefox 4.0b11pre
500797887	UP.Browser 7.0.2
501683809	Chrome 16.0.888
502103582	Mobile Safari 3.2.1
514351880	Obigo Q05A1-3.8
528093304	Opera Mini 4.0.10070/230
549821105	Chrome 4.0.211
559730579	Opera Mini 3.1.8614/1724
565310730	UP.Browser 6.3.0
566892266	Mobile Safari 3.0
568323910	Chrome 14.0.835
569967548	Chrome 14.0.803
573531929	Firefox 23.0
584463213	UP.Browser
591181632	Opera Mobile 8.51
596362277	Opera Mini 3.1.7267/1724
602210718	Obigo Q7
611029460	Opera Mini 2.0.7075/1724
615577938	Opera 10.01
626469591	UC Browser 7.6.1
628840812	Chrome 6.0.463
628910265	Obigo 4.08
654417556	Internet Explorer Mobile 4.01
659334003	Internet Explorer Mobile 5.5
663242716	Opera Mini 3.1.8857/1724
667347783	Firefox 27.0
668419537	Opera Mini 3.1.9024/1724
674722763	Android Browser 3.0
684822655	Motorola MIB 1.2
687611014	Firefox 3.0.8
688808886	Opera
692498975	Mobile Safari 6.0
695659249	Nokia S60 Browser 1.2
697022315	Obigo 1.1.14
718895582	Chrome 17.0.963
721646064	Chrome 9.0.601
722727440	Obigo Q03B1
731830483	BlackBerry Browser
733933107	Opera Mini 4.0.9803/230
734207066	Internet Explorer Mobile 7.11
734847821	Polaris 6.00
739334744	Opera Mini 5.1.24009/31
739557124	Firefox 3.1
741225712	Opera 9.26
742584753	OneBrowser 3.5
765475205	Chrome 5.0.375
769794784	Chrome 11.0.696
770129291	Opera 10.53
773082946	Chrome 13.0.764
778447349	SEMC Browser 4.0.1
785418950	Opera Mini 4.4.29620/31
790858911	Opera Mini 7.5.32200/31
797507365	Internet Explorer
808471451	Chrome 0.A.B
810382782	Chrome 23.0.782
811237432	Opera Mini 7.5.33361/31
812559763	Chrome Mobile 25.0.1364
815365827	Opera Mobile 8.01
817893964	Internet Explorer Mobile 6.12
821609344	Firefox 3.0.5
827567999	Internet Explorer Mobile 4.1
831659919	Nokia S60 Browser 7.1.1
840537570	Firefox 2.0b1
847020491	Opera Mini 1.1.2666/1724
851364154	Firefox 3.0.13
852313778	Firefox 3.6.23
856952329	Firefox 3.0
857756330	Opera Mini 7.5.31657/31
875622198	Firefox 3.0b2
880354230	Chrome 27.0.1430
884694930	Dolphin
884749472	Opera Mini 4.0.9800/230
886608777	Firefox 10.0.4
888664486	Obigo Q04C1-1.9
888849687	Chrome 10.0.612
897451665	Opera Mini 2.0.7510/1376
903806222	Other
910103607	Nokia S60 Browser
926864205	Chrome 14.0.797
932187147	Chrome 9.0.570
933025926	Internet Explorer Mobile 6.0
936217861	Chrome 13.0.782
959274631	Obigo Q03C1
961582244	Opera Mobile 480
969093253	Internet Explorer Mobile 6.9
969178948	Opera Mini 1.1.6791/
973078958	Firefox 0.10
988169920	UP.Browser 4.1.27a2
994765932	Opera Mini 2.0.4739/1724
995234852	UC Browser 2.0.1
1000221657	Firefox 10.0.5
1001938665	Obigo QO3C
1008186972	AOL Browser 8.0
1010177386	Firefox 0.10.1
1016045800	Obigo Q05A
1022478555	Opera 9.50
1023496085	Chrome 33.0.1750
1023839018	Opera Mini 4.0.9461/209
1037232858	Nokia S60 Browser 7.1.13126
1049541952	Opera Mobile 9.30
1057718755	Opera Mini 5.1.3123/31
1057726853	Opera Mini 4.0.9800/209
1060704076	UP.Browser 6.2.ALCATEL
1060807505	Mobile Opera 8.53
1079763962	Firefox
1082951178	SEMC Browser 4.2
1083429659	Chrome 15.0.871
1092518350	Opera 11.61
1094544766	Opera Mobile 8.60
1098824685	Opera 9.20
1099691573	Opera 12.00
1102290174	Opera Mini 2.0.4509/1684
1104779904	Opera Mini 4.4.31223/31
1106067536	Internet Explorer 6.0
1107623151	Firefox 3.6.3
1120164475	Obigo Q04C1
1121642257	Opera Mini 4.0.9461/230
1122178058	Chrome 2.0.157
1150863129	Chrome 27.0.1453
1159083885	UP.Browser 7.0.0
1161567991	Opera Mini 4.2.23449/31
1166737852	Mobile Safari 6.0.1
1168971745	Opera Mobile 9.5
1188889578	Firefox 1.0.5
1191365312	Chrome 12.0.750
1194204266	Firefox 3.0.1b3pre
1196330650	Opera 8.60
1206213246	Chrome
1207965397	Firefox 3.0.7
1227853443	Opera 12.14
1232359668	Opera Mini 4.0.8462/230
1235933484	Opera 11.00
1236773331	Opera Mini 7.1.32453/31
1252194899	Firefox 4.0
1261583732	Opera Mini 1.1.7618/
1262562601	Firefox 3.6.8
1284292556	Mobile Opera 8.0
1288484840	Firefox 3.6.24
1294759830	Mobile Safari 6.0.3
1301943913	Obigo 3.1
1305427648	Polaris 6.01
1305636899	Nokia S60 Browser 7.1.13380
1305715749	Opera Mini 5.1.23468/31
1308501401	Opera Mobile 8.7
1309224931	Opera Mobile 6.10
1323783734	Opera Mobile 7.50
1326002198	Chrome 27.0.1438
1327122382	Firefox 3.5.3
1336075185	Firefox 3.5.1
1339915223	Amazon Silk 5.0
1370344213	Mozilla Firefox 32.0
1373038713	Opera Mini 4.0.8993/230
1375759407	Chrome 4.0.212
1379172455	Chrome 33.0.1736
1390809085	Opera Mini 2.0.5741/1724
1391663199	Nokia S60 Browser 2.0
1405181248	Android Browser 4.0
1421817316	Safari 3.1
1423916267	Firefox 3.1b2
1428233756	Opera Mini 2.0.4062/1724
1442494503	Opera 12.01
1447132688	Firefox 3.0.18
1456850096	Opera Mini 7.8.33963/30
1457564648	Opera Mini 3.1.8497/1724
1461090311	Internet Explorer 10.0
1485017731	UP.Browser 4.1.27a1
1502030928	Firefox 9.0.1
1515861607	Firefox 15.0
1530236747	UP.Browser 3.04
1533449675	Opera Mini 4.0.8993/209
1534302097	MQQ Browser 3.4
1538704276	Opera Mini 4.5.33867/31
1543327042	Firefox 10.0.1
1552896650	Chrome 6.0.461
1553225598	Opera Mini 4.0.10008/225
1556636101	Opera 10.61
1563640409	Obigo Q04C1-1.22
1570892909	Opera Mini 3.1.7139/1724
1580804570	Obigo 2.0
1582778658	Opera 11.01
1592627655	Opera Mini 4.0.10031/209
1597447078	Chrome 14.0.810
1599783871	Opera Mini 3.0.6655/1724
1607857993	Opera Mini 1.1.3502/
1618327598	Nokia S60 Browser 2.6
1619211511	Obigo Q04C
1635433177	UP.Browser 5.0.5
1639552134	Opera Mini 4.0.9749/209
1647135780	Chrome 14.0.794
1648559418	Polaris 5.01
1659867888	Mobile Safari 6.1
1661027017	Nokia S60 Browser 5.0
1675857406	UP.Browser 6.2.0
1677487785	Chrome 2.0.164
1679373336	Firefox 14.0.1
1681452714	Mobile Safari 4.0.5
1696400112	Firefox 3.0.4
1711435515	Mobile Safari 5.1.6
1713859590	Firefox 5.0.1
1720929809	Obigo 1.2
1724048212	Firefox 1.0.3
1731290259	Chrome 6.0.458
1734613119	UC Browser 8.5.2
1749091786	Firefox 3.0.10
1755616871	Chrome 21.0.1186
1776701570	UP.Browser 6.
1779089364	Internet Explorer 5.0
1783209969	Opera Mini 6.7.29878/30
1793187685	Chrome 4.0.295
1796697667	Chrome 23.4.1
1806231152	Polaris 6.2
1832166222	Chrome 2.0.162
1840764726	Opera Mini 1.2.3082/1724
1842280098	Chrome 0.2.149
1843619092	Opera Mini 4.3.24490/31
1859306633	Mobile Safari 6.0.2
1860186581	Opera Mini 1.1.3095/
1876240143	Opera Mobile 9.00
1881266326	Opera 11.51
1895448211	Chrome 6.0.472
1902955425	Opera Mini 4.0.9751/209
1905314448	Opera Mini 7.1.32444/31
1910158283	Opera 11.64
1911745268	Chrome 0.2.153
1912775807	Obigo WAP2.0
1914131730	Firefox 18.0
1924890977	Chrome 15.0.874
1937116581	NetFront 3.2
1942072254	Firefox 3.6.11
1943357397	Firefox 3.0b4
1951902203	Chrome 25.0.1323
1955715586	Obigo Q7.3
1955946351	Firefox 11.0
1956890731	UC Browser 8.8.3
1975937686	Chrome 28.0.1496
1995396166	Firefox 8.0.1
1999816032	Chrome 8.1.0
